Name,Team,billikenTeam,contract,salary,point_value,repl,par,PA,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,p_dh,ev,surplus
Shohei Ohtani,LAD,Louisville Sluggers,2,34,9.7,2.1,7.6,651,42,119,116,36,0.285,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,30.9,-3.1
Ronald Acuna Jr.,ATL,Westside Marauders,2026,46,8,1.5,6.5,553,25,101,73,39,0.293,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,27.2,-18.8
Fernando Tatis Jr.,SDP,Big Red Machine,2026,31,7.6,1.5,6.1,658,37,104,101,19,0.277,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,25.8,-5.2
Juan Soto,NYM,NA,NA,37,7,1.5,5.5,686,35,113,100,8,0.279,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,23.8,-13.2
Michael Harris II,ATL,National Pastime,2028,21,7,1.5,5.5,630,24,87,86,18,0.291,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,23.8,2.8
Chris Sale,ATL,Westside Marauders,2,13,6.4,0.9,5.5,NA,NA,NA,NA,NA,NA,182,14,0,224,3.03,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,10.8
Mookie Betts,LAD,Erie Lakers,2,35,6.9,1.5,5.4,679,28,109,94,15,0.28,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,1,0,23.4,-11.6
Freddie Freeman,LAD,Erie Lakers,2025,39,6.9,1.5,5.4,665,24,97,92,11,0.292,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,23.4,-15.6
Elly De La Cruz,CIN,Hoosiers,Opt,5,7.4,2.1,5.300000000000001,665,25,98,88,54,0.258,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,23.1,18.1
Bryce Harper,PHI,Rebuilding Year,2025,43,6.8,1.5,5.3,665,31,98,96,10,0.282,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,23.1,-19.9
Kyle Tucker,CHC,Melonheads,1,40,6.6,1.5,5.1,665,30,96,95,21,0.27,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,22.4,-17.6
Corbin Carroll,ARI,Hoosiers,2029,26,6.6,1.5,5.1,672,23,108,84,38,0.259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,22.4,-3.6
Paul Skenes,PIT,Melonheads,2,7,5.9,0.9,5,NA,NA,NA,NA,NA,NA,174,11,0,214,3.01,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,15.1
Jackson Merrill,SDP,Louisville Sluggers,2,7,6.4,1.5,4.9,665,25,84,94,15,0.28,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,21.7,14.7
Trea Turner,PHI,NA,NA,30,6.9,2.1,4.800000000000001,672,23,97,81,24,0.282,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,21.4,-8.6
Jackson Chourio,MIL,Louisville Sluggers,2,15,6.2,1.5,4.7,644,24,88,84,27,0.268,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,21.1,6.1
Austin Riley,ATL,National Pastime,2,35,5.8,1.1,4.699999999999999,679,32,96,98,2,0.271,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,21.1,-13.9
Zack Wheeler,PHI,Melonheads,2,28,5.6,0.9,4.699999999999999,NA,NA,NA,NA,NA,NA,202,14,0,214,3.3,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1,-6.9
William Contreras,MIL,Melonheads,2026,11,5.1,0.4,4.699999999999999,626,23,83,83,7,0.272,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,21.1,10.1
Manny Machado,SDP,Hoosiers,2,25,5.6,1.1,4.5,651,29,82,99,8,0.266,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,20.4,-4.6
Edwin Diaz,NYM,Louisville Sluggers,2027,33,5.4,0.9,4.5,NA,NA,NA,NA,NA,NA,65,5,36,93,2.94,1.05,0,1,0,0,0,0,1,0,0,20.4,-12.6
Luis Arraez,SDP,Melonheads,Opt,15,5.7,1.5,4.2,644,8,80,59,7,0.306,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,1,1,1,19.4,4.4
Ryan Helsley,STL,Hoosiers,Opt,1,5.1,0.9,4.199999999999999,NA,NA,NA,NA,NA,NA,66,6,35,82,2.92,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,18.4
Teoscar Hernandez,LAD,Free Birds,2,20,5.4,1.5,3.9000000000000004,651,30,83,102,9,0.262,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,18.4,-1.6
Francisco Lindor,NYM,NA,NA,33,6,2.1,3.9,686,28,101,89,23,0.259,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,18.4,-14.6
Yoshinobu Yamamoto,LAD,Blue Socks,2,26,4.7,0.9,3.8000000000000003,NA,NA,NA,NA,NA,NA,163,12,0,169,3.45,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,-8
Oneil Cruz,PIT,Westside Marauders,2026,22,5.2,1.5,3.7,630,26,83,86,20,0.255,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,1,0,17.7,-4.3
Alec Bohm,PHI,Free Birds,2025,20,4.8,1.1,3.6999999999999997,616,17,72,80,5,0.28,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,17.7,-2.3
Raisel Iglesias,ATL,NA,NA,24,4.5,0.9,3.6,NA,NA,NA,NA,NA,NA,68,5,32,76,3.14,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,-6.7
Tyler Glasnow,LAD,Hoosiers,2,11,4.4,0.9,3.5000000000000004,NA,NA,NA,NA,NA,NA,140,10,0,173,3.32,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,6
Brenton Doyle,COL,Louisville Sluggers,2,10,5,1.5,3.5,665,23,85,80,28,0.249,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,17,7
Ketel Marte,ARI,NA,NA,29,5.6,2.1,3.4999999999999996,637,26,92,87,7,0.274,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,1,17,-12
Matt Olson,ATL,Free Birds,2027,38,4.9,1.5,3.4000000000000004,686,34,92,104,1,0.252,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,16.7,-21.3
James Wood,WSN,NA,NA,22,4.9,1.5,3.4000000000000004,602,21,79,77,18,0.263,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,16.7,-5.3
Christian Yelich,MIL,Erie Lakers,Opt,20,4.9,1.5,3.4000000000000004,574,17,81,65,23,0.265,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,16.7,-3.3
Josh Naylor,ARI,NA,NA,24,4.9,1.5,3.4000000000000004,609,23,72,93,7,0.266,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,16.7,-7.3
Corbin Burnes,ARI,NA,NA,27,4.3,0.9,3.4,NA,NA,NA,NA,NA,NA,188,13,0,188,3.33,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,-10.3
Dylan Cease,SDP,Louisville Sluggers,2,12,4.3,0.9,3.4,NA,NA,NA,NA,NA,NA,185,13,0,218,3.46,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,4.7
Sonny Gray,STL,Erie Lakers,2,21,4.3,0.9,3.4,NA,NA,NA,NA,NA,NA,181,13,0,191,3.42,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,-4.3
Ryan Walker,SFG,Westside Marauders,2,1,4.3,0.9,3.4,NA,NA,NA,NA,NA,NA,68,5,28,81,3.04,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,15.7
Gabriel Moreno,ARI,Erie Lakers,Opt,9,3.8,0.4,3.4,507,10,58,59,6,0.283,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,16.7,7.7
Mark Vientos,NYM,National Pastime,2,1,4.4,1.1,3.3000000000000003,665,32,82,100,1,0.249,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,16.3,15.3
Xavier Edwards,MIA,Louisville Sluggers,2,1,5.3,2.1,3.1999999999999997,588,5,72,48,32,0.285,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,16,15
Logan Webb,SFG,Hoosiers,2026,16,4.1,0.9,3.1999999999999997,NA,NA,NA,NA,NA,NA,201,13,0,171,3.32,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,-0
Spencer Strider,ATL,Big Red Machine,2,37,4.1,0.9,3.1999999999999997,NA,NA,NA,NA,NA,NA,119,9,0,159,3.25,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,-21
Jung Hoo Lee,SFG,Blue Socks,2,15,4.6,1.5,3.0999999999999996,616,11,68,69,6,0.287,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,15.6,0.6
Bryan Reynolds,PIT,Free Birds,2,22,4.6,1.5,3.0999999999999996,644,22,80,80,8,0.264,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,15.6,-6.4
Pete Alonso,NYM,NA,NA,33,4.5,1.5,3,665,35,88,102,4,0.241,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,15.3,-17.7
Seiya Suzuki,CHC,Hoosiers,Opt,16,4.5,1.5,3,560,21,71,72,11,0.264,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,15.3,-0.7
Roki Sasaki,LAD,NA,NA,14,3.9,0.9,3,NA,NA,NA,NA,NA,NA,135,11,0,169,3.48,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,1.3
Tanner Scott,LAD,Melonheads,Opt,1,3.9,0.9,3,NA,NA,NA,NA,NA,NA,66,6,25,82,3.03,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,14.3
Willson Contreras,STL,Louisville Sluggers,Opt,23,3.4,0.4,3,602,24,74,77,6,0.242,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,15.3,-7.7
Ozzie Albies,ATL,Rebuilding Year,2026,42,5.1,2.1,2.9999999999999996,658,23,86,87,12,0.263,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,15.3,-26.7
CJ Abrams,WSN,Melonheads,2027,16,5.1,2.1,2.9999999999999996,602,19,82,67,33,0.253,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,15.3,-0.7
Nolan Arenado,STL,Blue Socks,Opt,28,4.1,1.1,2.9999999999999996,658,22,72,87,3,0.26,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,15.3,-12.7
Marcell Ozuna,ATL,Big Red Machine,Opt,17,5,2.1,2.9,665,33,85,100,1,0.259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,15,-2
Matt McLain,CIN,Hoosiers,Opt,1,4.9,2.1,2.8000000000000003,595,23,82,79,18,0.257,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,1,0,14.6,13.6
Ezequiel Tovar,COL,Erie Lakers,Opt,1,4.9,2.1,2.8000000000000003,686,24,83,89,9,0.261,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,14.6,13.6
Blake Snell,LAD,Melonheads,Opt,21,3.7,0.9,2.8000000000000003,NA,NA,NA,NA,NA,NA,160,11,0,209,3.45,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,-6.4
Shota Imanaga,CHC,Melonheads,2,13,3.7,0.9,2.8000000000000003,NA,NA,NA,NA,NA,NA,172,11,0,174,3.58,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,1.6
Pete Crow-Armstrong,CHC,Melonheads,Opt,1,4.3,1.5,2.8,560,16,72,68,30,0.246,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,14.6,13.6
Tommy Edman,LAD,Blue Socks,Opt,24,4.3,1.5,2.8,609,15,78,69,25,0.253,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,1,0,14.6,-9.4
Brendan Donovan,STL,National Pastime,2,10,4.3,1.5,2.8,595,13,70,65,6,0.279,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,1,0,14.6,4.6
Jake McCarthy,ARI,Westside Marauders,2,1,4.2,1.5,2.7,518,9,64,57,26,0.266,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,14.3,13.3
Lourdes Gurriel Jr.,ARI,Erie Lakers,2,13,4.2,1.5,2.7,560,17,64,73,5,0.272,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,14.3,1.3
Michael King,SDP,Big Red Machine,2,2,3.6,0.9,2.7,NA,NA,NA,NA,NA,NA,178,13,0,193,3.46,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,12.3
Will Smith,LAD,NA,NA,15,3.1,0.4,2.7,501,19,65,66,2,0.251,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,14.3,-0.7
J.T. Realmuto,PHI,Westside Marauders,2,21,3.1,0.4,2.7,501,17,59,62,8,0.252,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,14.3,-6.7
Matt Chapman,SFG,Rebuilding Year,2,18,3.8,1.1,2.6999999999999997,679,26,86,83,10,0.241,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,14.3,-3.7
Ian Happ,CHC,Rebuilding Year,2,18,4.1,1.5,2.5999999999999996,672,23,88,80,12,0.247,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,14,-4
Nathaniel Lowe,WSN,NA,NA,13,4,1.5,2.5,623,18,70,73,2,0.268,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,13.6,0.6
Nick Castellanos,PHI,National Pastime,Opt,21,4,1.5,2.5,637,22,74,84,6,0.256,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,13.6,-7.4
Nico Hoerner,CHC,Free Birds,Opt,18,4.6,2.1,2.4999999999999996,560,8,67,54,26,0.276,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,13.6,-4.4
Luis Garcia Jr.,WSN,Hoosiers,2,10,4.6,2.1,2.4999999999999996,539,16,62,66,15,0.273,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,13.6,3.6
Jesus Sanchez,MIA,Blue Socks,2,1,3.9,1.5,2.4,539,21,63,71,10,0.256,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,13.3,12.3
Alec Burleson,STL,National Pastime,2,1,3.9,1.5,2.4,476,16,56,62,6,0.275,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,13.3,12.3
Trevor Megill,MIL,Erie Lakers,2,1,3.3,0.9,2.4,NA,NA,NA,NA,NA,NA,64,3,28,78,3.43,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,12.3
Tyler Stephenson,CIN,NA,NA,12,2.8,0.4,2.4,490,15,59,61,1,0.258,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,13.3,1.3
Xander Bogaerts,SDP,Erie Lakers,Opt,25,4.4,2.1,2.3000000000000003,644,17,74,71,13,0.266,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,1,0,12.9,-12.1
Robert Suarez,SDP,Big Red Machine,2,9,3.2,0.9,2.3000000000000003,NA,NA,NA,NA,NA,NA,65,5,28,65,3.65,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,3.9
Dylan Crews,WSN,Blue Socks,2,1,3.8,1.5,2.3,581,15,70,65,25,0.246,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,12.9,11.9
Joey Ortiz,MIL,Big Red Machine,2,6,3.4,1.1,2.3,630,14,74,71,12,0.25,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,12.9,6.9
Connor Norby,MIA,Blue Socks,2,1,3.4,1.1,2.3,588,18,78,67,9,0.248,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,0,12.9,11.9
Heliot Ramos,SFG,Hoosiers,2,1,3.7,1.5,2.2,602,22,72,78,7,0.251,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,12.6,11.6
Jurickson Profar,ATL,Blue Socks,2,2,3.7,1.5,2.2,637,15,82,67,7,0.258,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,12.6,10.6
Aaron Nola,PHI,NA,NA,20,3.1,0.9,2.2,NA,NA,NA,NA,NA,NA,188,12,0,185,3.84,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,-7.4
Reynaldo Lopez,ATL,Free Birds,2,4,3.1,0.9,2.2,NA,NA,NA,NA,NA,NA,173,11,0,184,3.57,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,8.6
Justin Steele,CHC,Erie Lakers,2027,16,3.1,0.9,2.2,NA,NA,NA,NA,NA,NA,166,10,0,159,3.46,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,-3.4
Masyn Winn,STL,Westside Marauders,2,11,4.3,2.1,2.1999999999999997,665,16,88,70,14,0.258,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,12.6,1.6
Bryson Stott,PHI,Erie Lakers,Opt,15,4.3,2.1,2.1999999999999997,602,13,71,65,26,0.258,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,12.6,-2.4
Brice Turang,MIL,National Pastime,2,7,4.3,2.1,2.1999999999999997,581,10,67,55,36,0.254,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,12.6,5.6
Ke'Bryan Hayes,PIT,NA,NA,11,3.3,1.1,2.1999999999999997,588,11,64,59,15,0.254,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,12.6,1.6
TJ Friedl,CIN,Free Birds,2026,11,3.6,1.5,2.1,567,17,71,66,16,0.248,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,12.3,1.3
Ryan McMahon,COL,Rebuilding Year,Opt,17,3.2,1.1,2.1,637,22,76,73,6,0.243,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,12.3,-4.7
Freddy Peralta,MIL,National Pastime,2,24,3,0.9,2.1,NA,NA,NA,NA,NA,NA,171,11,0,195,3.76,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,-11.7
Spencer Schwellenbach,ATL,National Pastime,2,1,3,0.9,2.1,NA,NA,NA,NA,NA,NA,165,12,0,159,3.71,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,11.3
Brandon Woodruff,MIL,NA,NA,12,3,0.9,2.1,NA,NA,NA,NA,NA,NA,153,9,0,170,3.61,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,0.3
A.J. Puk,ARI,Blue Socks,2,3,3,0.9,2.1,NA,NA,NA,NA,NA,NA,64,5,17,78,3.26,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,9.3
Keibert Ruiz,WSN,Blue Socks,2025,11,2.5,0.4,2.1,480,15,49,57,3,0.251,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,12.3,1.3
Nolan Jones,COL,Free Birds,Opt,6,3.5,1.5,2,518,16,63,63,11,0.256,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,11.9,5.9
Isiah Kiner-Falefa,PIT,Free Birds,2,3,3.1,1.1,2,553,7,58,50,15,0.263,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,0,11.9,8.9
Shohei Ohtani,LAD,Louisville Sluggers,2,34,2.9,0.9,2,NA,NA,NA,NA,NA,NA,123,9,0,137,3.63,1.15,0,0,0,0,0,0,0,0,1,11.9,-22.1
David Bednar,PIT,Free Birds,2,20,2.9,0.9,2,NA,NA,NA,NA,NA,NA,64,4,28,68,3.71,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,-8.1
Ryan Pressly,CHC,NA,NA,12,2.9,0.9,2,NA,NA,NA,NA,NA,NA,61,3,25,63,3.38,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,-0.1
Francisco Alvarez,NYM,Westside Marauders,Opt,1,2.4,0.4,2,488,22,59,68,2,0.234,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,11.9,10.9
Willy Adames,SFG,National Pastime,2026,27,4,2.1,1.9,672,24,83,84,14,0.243,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,11.6,-15.4
Kyle Schwarber,PHI,NA,NA,24,4,2.1,1.9,658,38,97,95,5,0.226,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,11.6,-12.4
Brandon Nimmo,NYM,NA,NA,13,3.4,1.5,1.9,581,17,76,67,8,0.252,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,11.6,-1.4
Lars Nootbaar,STL,Free Birds,2025,6,3.4,1.5,1.9,539,18,72,62,9,0.249,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,11.6,5.6
Sandy Alcantara,MIA,NA,NA,18,2.8,0.9,1.9,NA,NA,NA,NA,NA,NA,190,11,0,166,3.65,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,-6.4
Hunter Greene,CIN,Westside Marauders,2,14,2.8,0.9,1.9,NA,NA,NA,NA,NA,NA,169,9,0,195,3.9,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,-2.4
